artist_id,Track,Year,Streams,Revenue_USD,country_id,sub_type_id,age_group_id
5,Losers,2024,692128,45647.49,9,2,0
5,Tell Your Friends,2024,269980,11693.51,3,0,2
5,Often,2023,263658,11793.53,0,0,0
5,The Hills,2021,65474,2753.89,4,2,4
5,Acquainted,2024,981238,53006.52,10,0,1
5,Can't Feel My Face,2020,734243,39685.77,10,2,4
5,Shameless,2021,110229,6624.25,3,0,2
5,Earned It (Fifty Shades Of Grey),2022,249486,16563.69,11,2,2
5,In The Night,2022,269130,9331.03,14,0,2
5,As You Are,2022,328837,18829.9,2,0,0
5,Dark Times,2020,88548,3739.79,8,2,0
5,Prisoner,2023,458503,23111.59,11,2,4
5,Angel,2022,306183,18928.52,8,0,4
1,Overture (Live from the Royal Albert Hall),2020,184182,9348.47,6,2,2
1,End Of An Era (Live from the Royal Albert Hall),2021,522967,22049.14,14,2,1
1,Houdini (Live from the Royal Albert Hall),2021,303763,19181.32,1,2,1
1,Training Season (Live from the Royal Albert Hall),2021,806689,47161.68,6,2,1
1,These Walls (Live from the Royal Albert Hall),2020,404354,20028.26,13,0,1
1,Whatcha Doing (Live from the Royal Albert Hall),2022,78397,3783.97,9,2,1
1,French Exit (Live from the Royal Albert Hall),2020,735429,23568.71,7,2,4
1,Illusion (Live from the Royal Albert Hall),2023,958680,49365.25,1,2,3
1,Falling Forever (Live from the Royal Albert Hall),2024,718543,35880.37,10,0,2
1,Anything For Love (Live from the Royal Albert Hall),2020,640481,20559.9,12,2,0
1,Maria (Live from the Royal Albert Hall),2020,621384,18922.16,9,2,1
1,Happy For You (Live from the Royal Albert Hall),2023,856240,38178.35,10,0,0
1,Love Again (Live from the Royal Albert Hall),2019,900359,30884.35,12,2,0
1,Pretty Please (Live from the Royal Albert Hall),2022,504898,32494.31,7,0,0
1,Levitating (Live from the Royal Albert Hall),2020,853875,56353.73,1,0,4
1,Sunshine (Live from the Royal Albert Hall),2020,498487,19466.27,11,2,2
1,Cold Heart (Live from the Royal Albert Hall),2021,685604,27377.45,5,0,1
1,Be The One (Live from the Royal Albert Hall),2023,915739,55749.35,2,0,4
1,Dance The Night (Live from the Royal Albert Hall),2024,892372,47073.85,11,2,1
1,Don’t Start Now (Live from the Royal Albert Hall),2021,730146,26944.77,9,0,4
1,End Of An Era - Extended,2023,978212,59527.62,3,0,3
1,Houdini - Extended,2024,266169,15266.31,8,0,0
1,Training Season - Extended,2022,300845,15449.98,6,2,1
1,These Walls - Extended,2022,326876,17934.29,11,2,3
1,Whatcha Doing - Extended,2024,869100,39984.47,6,0,2
1,French Exit - Extended,2023,962463,38452.45,11,0,3
1,Illusion - Extended,2023,256241,8357.36,3,0,4
1,Falling Forever - Extended,2020,566387,34516.26,11,2,2
1,Anything For Love - Extended,2023,835889,48710.59,8,2,0
1,Maria - Extended,2021,506448,27647.83,7,0,1
1,Happy For You - Extended,2019,175727,10096.59,6,2,0
1,End Of An Era,2019,650804,22612.51,5,0,0
1,Houdini,2019,531072,28538.87,0,0,3
1,Training Season,2019,545806,27716.26,0,0,1
1,These Walls,2023,654244,23941.71,12,0,4
1,Whatcha Doing,2019,699795,29733.56,14,2,2
1,French Exit,2020,127479,4105.92,3,2,0
1,Illusion,2020,585647,32423.04,5,2,3
1,Falling Forever,2019,664059,27715.7,13,0,2
1,Anything For Love,2023,461938,15393.1,8,2,2
1,Maria,2021,558858,36748.2,1,0,4
1,Happy For You,2020,521925,28032.4,9,0,3
1,Future Nostalgia,2021,978609,32485.86,9,2,4
1,Don't Start Now,2020,551887,21980.12,6,2,2
1,Cool,2019,347221,11765.04,6,2,0
1,Physical,2023,933097,32412.45,6,2,1
1,Levitating,2024,196184,7224.16,12,0,0
1,Pretty Please,2020,246644,8974.31,10,0,2
1,Hallucinate,2021,253615,16157.86,10,0,4
1,Love Again,2020,546747,17808.23,9,0,3
1,Break My Heart,2022,193251,5897.99,5,2,2
1,Good In Bed,2020,972056,34641.14,12,0,2
1,Boys Will Be Boys,2023,904887,54198.67,11,0,2
1,Fever,2022,442366,28222.66,10,0,3
1,We're Good,2020,822120,50272.11,12,2,2
1,Prisoner (feat. Dua Lipa),2020,475399,23258.52,13,0,3
1,If It Ain’t Me,2019,57131,2886.61,3,2,0
1,That Kind Of Woman,2023,398447,24501.09,2,2,0
1,Not My Problem (feat. JID),2021,568416,36213.94,0,0,4
1,Levitating (feat. DaBaby),2023,254801,15087.89,5,2,3
1,Un Día (One Day),2024,623802,22982.31,13,2,2
1,Future Nostalgia (Joe Goddard Remix) [Mixed],2022,627453,27723.97,10,2,0
1,Cool (Jayda G Remix) [Mixed],2022,792938,50379.92,3,0,1
1,Good In Bed (Zach Witness & Gen Hoshino Remixes) [Mixed],2021,527133,24551.39,2,0,1
1,Pretty Please (Midland Refix) [Mixed],2021,832790,51748.7,14,0,3
1,Pretty Please (Masters at Work Remix) [Mixed],2023,655705,20239.45,13,2,1
1,Boys Will Be Boys (Zach Witness Remix) [Mixed],2020,792674,24439.12,6,2,3
1,Love Again (Horse Meat Disco Remix) [Mixed],2019,56576,3690.93,12,0,1
1,Break My Heart / Cosmic Girl (Dimitri From Paris Edit) [Mixed],2022,554624,28865.42,10,0,4
1,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix] [Mixed],2023,694127,29165.65,2,2,1
1,Hallucinate (Mr Fingers deep stripped mix) [Mixed],2021,971586,29570.47,6,0,4
1,Hallucinate (Paul Woolford Remix) [Extended] [Mixed],2022,123336,7972.64,14,0,4
1,Love Is Religion (The Blessed Madonna Remix) [Mixed],2023,837315,51190.8,2,0,3
1,Don't Start Now (Yaeji Remix) [Mixed],2019,71580,2211,8,2,0
1,Physical (feat. Gwen Stefani) [Mark Ronson Remix] [Mixed],2021,856822,37454.61,4,0,3
1,Kiss and Make Up (Remix) [Mixed],2019,578191,31170.22,9,0,1
1,That Kind Of Woman (Jacques Lu Cont Remix) [Mixed],2020,408450,25893.73,13,0,3
1,Break My Heart (Moodymann Remix) [Mixed],2021,172009,9631.32,12,2,0
1,Future Nostalgia,2019,218066,8673.28,0,0,4
1,Don't Start Now,2022,271826,11544.78,7,2,1
1,Cool,2019,648634,28807.34,5,0,3
1,Physical,2022,284617,9911.16,11,0,1
1,Levitating,2021,567875,26379.54,1,0,3
1,Pretty Please,2023,174801,9760.85,11,0,0
1,Hallucinate,2019,154455,6876.79,1,0,3
1,Love Again,2021,136444,5238.34,4,2,0
1,Break My Heart,2021,695719,36997.45,8,0,3
1,Good In Bed,2022,702317,32818.23,4,0,3
1,Boys Will Be Boys,2019,650109,39872.06,10,0,0
1,Levitating (feat. DaBaby),2021,50662,2941,6,0,1
1,Fever,2022,961249,31304.29,9,0,1
1,Genesis,2020,980070,66785.27,11,0,3
1,Lost In Your Light (feat. Miguel),2022,264142,18164.69,11,0,4
1,Hotter Than Hell,2021,132865,6579.79,2,2,2
1,Be the One,2023,394707,24700.49,2,0,1
1,IDGAF,2022,936235,39953.03,4,0,4
1,Blow Your Mind (Mwah),2023,477247,26484.19,4,2,2
1,Garden,2023,298432,15411.08,7,2,0
1,No Goodbyes,2021,849759,44005.26,9,2,4
1,Thinking 'Bout You,2019,538907,29897.79,4,0,4
1,New Rules,2020,798285,37894.42,14,0,3
1,Begging,2022,572952,29096.18,13,0,2
1,Homesick,2019,873708,34641.24,5,2,1
1,Dreams,2019,306764,19063.6,4,0,4
1,Room for 2,2022,194644,7219.7,5,0,1
1,New Love,2020,951817,61724.05,12,2,4
1,Bad Together,2022,367748,17350.16,9,2,3
1,Last Dance,2021,58666,1807.11,5,2,1
1,Want To,2019,443137,21443.33,9,0,4
1,Running,2019,524162,23978.16,6,2,1
1,Kiss and Make Up,2024,227401,12274.58,11,2,3
1,Genesis,2024,528371,16361.45,1,0,0
1,Lost In Your Light (feat. Miguel),2024,643111,25787.87,13,2,2
1,Hotter Than Hell,2022,162304,5534.06,3,0,0
1,Be the One,2020,126437,6927.03,7,2,2
1,IDGAF,2024,922500,39340,7,2,2
1,Blow Your Mind (Mwah),2020,106217,4091.49,8,0,0
1,Garden,2019,783717,42433.71,9,0,3
1,No Goodbyes,2023,197681,6445.52,12,2,4
1,Thinking 'Bout You,2023,669899,37708.44,10,2,4
1,New Rules,2024,602069,18221.4,8,2,0
1,Begging,2019,591404,19837.13,10,2,4
1,Homesick,2021,996396,55103.12,4,2,4
1,Dreams,2020,415486,14163.78,10,2,4
1,Room for 2,2020,772100,41128.59,0,0,2
1,New Love,2022,485769,19330.88,0,0,4
1,Bad Together,2019,659019,37111.06,9,2,3
1,Last Dance,2021,412643,22058.47,5,2,4
1,Genesis,2020,768320,43267.72,8,2,3
1,Lost In Your Light (feat. Miguel),2020,98773,5070.47,0,0,0
1,Hotter Than Hell,2019,961816,40313.72,4,0,2
1,Be the One,2021,469335,24461.51,6,2,3
1,IDGAF,2020,170342,5288.27,9,0,3
1,Blow Your Mind (Mwah),2020,410723,16166.03,2,0,3
1,Garden,2020,166233,10402.31,2,2,1
1,No Goodbyes,2022,207422,14025.61,5,0,0
1,Thinking 'Bout You,2021,675120,29841.42,4,0,4
1,New Rules,2023,929732,30383.42,6,0,4
1,Begging,2024,997761,67198.74,3,2,2
1,Homesick,2021,229871,7487.95,1,2,1
1,Physical (feat. Troye Sivan),2021,768035,27079.52,0,2,1
3,CN TOWER,2021,742098,49096.69,7,0,3
3,MOTH BALLS,2019,175694,11175.87,0,0,0
3,SOMETHING ABOUT YOU,2023,240343,12277.24,8,2,2
3,CRYING IN CHANEL,2019,798195,45709.94,1,0,0
3,SPIDER-MAN SUPERMAN,2021,843518,29463.3,1,0,2
3,DEEPER,2022,503615,15672.06,0,2,2
3,SMALL TOWN FAME,2022,65358,4100.98,1,0,2
3,PIMMIE'S DILEMMA,2024,425745,20117.66,12,0,3
3,BRIAN STEEL,2022,814561,37381.02,1,0,3
3,GIMME A HUG,2022,676957,23492.66,8,0,0
3,RAINING IN HOUSTON,2021,89797,6047.39,10,2,1
3,LASERS,2019,609914,41570.21,8,2,4
3,MEET YOUR PADRE,2021,142363,5053.27,5,0,4
3,NOKIA,2021,440566,19038.64,9,2,4
3,DIE TRYING,2023,961430,40507.84,3,2,0
3,SOMEBODY LOVES ME,2024,437474,15404.69,13,0,0
3,CELIBACY,2022,760196,29784.09,13,2,1
3,OMW,2021,588246,20166.92,1,2,2
3,GLORIOUS,2020,455192,13967.17,10,2,1
3,WHEN HE'S GONE,2024,288511,12335.92,8,2,2
3,Virginia Beach,2019,844606,58726.53,3,2,3
3,Amen (feat. Teezo Touchdown),2021,220018,12325.27,7,0,3
3,Calling For You (feat. 21 Savage),2023,72456,3702.18,10,2,4
3,Fear Of Heights,2020,896658,48065.09,13,2,4
3,Daylight,2022,960259,37368.63,2,2,3
3,First Person Shooter (feat. J. Cole),2024,531320,27026.18,9,0,3
3,IDGAF (feat. Yeat),2023,125792,8551.78,14,2,3
3,7969 Santa,2022,556106,30683.57,3,0,2
3,Slime You Out (feat. SZA),2021,50106,1507.59,3,2,1
3,Bahamas Promises,2021,647177,37463.65,10,0,1
3,Tried Our Best,2024,358541,17863.31,4,2,0
3,Screw The World - Interlude,2023,760420,33193.76,11,0,0
3,Drew A Picasso,2021,262105,14640.02,12,0,2
3,Members Only (feat. PARTYNEXTDOOR),2024,781019,27302.07,2,2,4
3,What Would Pluto Do,2023,644009,29719.12,3,0,3
3,All The Parties (feat. Chief Keef),2023,489367,14992.63,14,0,3
3,8am in Charlotte,2022,185902,9236.67,12,2,0
3,BBL Love - Interlude,2023,151567,7974.41,7,0,0
3,Gently (feat. Bad Bunny),2019,781502,46613.65,14,0,0
3,Rich Baby Daddy (feat. Sexyy Red & SZA),2023,664180,45518.73,9,0,0
3,Virginia Beach,2023,798197,46957.67,9,0,2
3,Amen (feat. Teezo Touchdown),2019,553390,38584.68,6,0,4
3,Calling For You (feat. 21 Savage),2024,865844,54285.02,0,0,1
3,Fear Of Heights,2020,406428,26539.68,0,0,3
3,Daylight,2019,664937,36688.58,7,0,0
3,First Person Shooter (feat. J. Cole),2023,841491,32977.14,10,0,2
3,IDGAF (feat. Yeat),2023,919970,38260.61,8,0,2
3,7969 Santa,2021,321176,11421.44,13,2,1
3,Slime You Out (feat. SZA),2023,995932,35305.81,10,0,1
3,Bahamas Promises,2019,704443,29621.54,12,2,2
3,Tried Our Best,2021,677344,45384.9,5,2,4
3,Screw The World - Interlude,2019,819665,36890.63,4,0,1
3,Drew A Picasso,2019,672172,37607.45,9,0,3
3,Members Only (feat. PARTYNEXTDOOR),2020,844820,57270.56,14,2,2
3,What Would Pluto Do,2022,410231,25662.74,7,0,3
3,All The Parties (feat. Chief Keef),2019,556543,36975.83,7,0,0
3,8am in Charlotte,2020,198032,6856.6,4,0,2
3,BBL Love - Interlude,2023,171757,9613.14,2,2,3
3,Gently (feat. Bad Bunny),2023,610802,42307.51,7,2,0
3,Rich Baby Daddy (feat. Sexyy Red & SZA),2023,857950,43935.26,14,0,0
3,Rich Flex,2021,926603,43976.39,10,2,3
3,Major Distribution,2021,535629,32304.43,11,0,0
3,On BS,2021,571989,29300.41,6,2,1
3,BackOutsideBoyz,2021,363465,12388.28,1,0,4
3,Privileged Rappers,2024,448569,15052.84,9,0,1
3,Spin Bout U,2019,618243,39281.1,14,0,3
3,Hours In Silence,2023,967507,51758.07,0,2,0
3,Treacherous Twins,2023,428231,20293.49,8,2,0
3,Circo Loco,2021,462118,19764.34,10,2,2
3,Pussy & Millions (feat. Travis Scott),2022,970587,62531.16,9,0,4
3,Broke Boys,2024,207585,7528.17,7,2,4
3,Middle of the Ocean,2022,686185,28062.77,6,0,4
3,Jumbotron Shit Poppin,2019,354464,16471.24,14,2,2
3,More M’s,2024,519391,26679.93,11,2,1
3,3AM on Glenwood,2022,711043,24462.26,13,0,2
3,I Guess It’s Fuck Me,2024,401108,22043.97,14,0,3
3,Intro,2024,341701,18993.14,1,2,1
3,Falling Back,2023,446226,15886.24,14,2,2
3,Texts Go Green,2020,132966,4034.5,14,0,1
3,Currents,2024,60016,2021.78,5,2,1
3,A Keeper,2019,214358,13463.28,3,2,2
3,Calling My Name,2019,888882,32777.45,3,2,0
3,Sticky,2022,944244,64026.46,9,0,1
3,Massive,2020,638851,30742.19,4,0,3
3,Flight's Booked,2019,466576,16105.57,7,0,3
3,Overdrive,2019,672903,32191.89,7,2,0
3,Down Hill,2021,915193,58060.63,1,2,0
3,Tie That Binds,2023,193394,11752.97,2,0,0
3,Liability,2020,51091,2110.19,5,2,4
3,Jimmy Cooks (feat. 21 Savage),2024,809899,42486.44,2,0,2
3,Champagne Poetry,2022,674645,42554.39,6,0,2
3,Papi’s Home,2019,823281,44719.16,7,2,4
3,Girls Want Girls (with Lil Baby),2021,462487,29873.06,7,0,3
3,In The Bible (with Lil Durk & Giveon),2023,749568,27596.34,2,0,3
3,Love All (with JAY-Z),2022,318407,11204.57,11,2,0
3,Fair Trade (with Travis Scott),2024,635433,24856.49,5,2,1
3,Way 2 Sexy (with Future & Young Thug),2023,898980,49993.74,12,2,1
3,TSU,2021,774795,44921.76,0,0,1
3,N 2 Deep,2024,345634,19941.93,13,2,1
3,Pipe Down,2020,136904,7363.93,5,2,3
3,Yebba’s Heartbreak,2023,297364,14142.3,2,0,0
3,No Friends In The Industry,2023,886084,38939.02,8,2,2
3,Knife Talk (with 21 Savage ft. Project Pat),2020,87670,4240.57,1,0,1
3,7am On Bridle Path,2023,364328,13892.34,1,0,0
3,Race My Mind,2023,417216,26470.19,7,0,3
3,Fountains (with Tems),2022,484367,23771.42,6,2,2
3,Get Along Better,2024,123224,5092.03,6,0,3
3,You Only Live Twice (with Lil Wayne & Rick Ross),2021,498125,34782.38,9,2,2
3,IMY2 (with Kid Cudi),2020,108145,6747.54,1,2,4
3,F*****g Fans,2022,484178,24290.85,13,2,4
3,Deep Pockets,2022,469938,27300.19,4,0,0
3,When To Say When,2023,539467,17173.51,14,0,0
3,Chicago Freestyle (feat. Giveon),2020,119224,7909.29,8,0,3
3,Not You Too (feat. Chris Brown),2021,561184,27593.78,0,0,3
3,Toosie Slide,2021,871820,45695.63,14,2,0
3,Desires (with Future),2023,351439,12003.41,5,2,1
3,Time Flies,2021,569354,22944.7,5,0,3
3,Landed,2024,893479,38532.28,13,0,3
3,D4L,2024,861865,45195.03,9,0,3
3,Pain 1993 (with Playboi Carti),2020,655592,37934.69,3,0,4
3,Losses,2024,481832,31785.16,6,0,3
3,From Florida With Love,2021,734609,28527.59,10,0,0
3,Demons (feat. Fivio Foreign & Sosa Geek),2023,133492,6938.87,11,0,1
3,War,2023,591437,20658.23,11,0,1
3,Dreams Money Can Buy,2023,763015,34982.52,1,2,1
3,The Motion,2023,396615,19588.92,8,0,1
3,How Bout Now,2024,655131,37283.66,3,0,1
3,Trust Issues,2023,273336,12943.23,8,0,1
3,Days in The East,2023,277060,10230.84,4,0,3
3,Draft Day,2024,784615,38664.5,5,2,0
3,4pm in Calabasas,2023,908535,60326.8,0,0,0
3,5 Am in Toronto,2020,710436,42725.82,1,2,3
3,I Get Lonely,2020,977205,52499.38,12,2,4
3,My Side,2020,371914,25294.74,13,0,1
3,Jodeci Freestyle (feat. J. Cole),2019,535274,34873.68,9,0,0
3,Club Paradise,2022,355666,22769.56,2,2,1
3,Free Spirit (feat. Rick Ross),2022,999723,36787.28,13,2,1
3,Heat Of The Moment,2021,431432,16268.73,9,0,0
3,Girls Love Beyoncé (feat. James Fauntleroy),2021,213359,13257.87,11,0,3
3,Paris Morton Music,2023,957389,63205.45,9,2,1
3,Can I,2019,322905,12571.3,10,2,3
3,Survival,2020,926158,43642.58,3,0,4
3,Nonstop,2021,817498,30597.72,9,2,1
3,Elevate,2023,180492,9925.04,7,2,1
3,Emotionless,2023,579796,37494.5,12,2,3
3,God's Plan,2024,249383,9757.65,7,0,0
3,I'm Upset,2024,483064,21774.46,0,2,3
3,8 Out Of 10,2024,458800,27113.56,3,0,2
3,Mob Ties,2020,450761,25535.32,1,0,0
3,Can’t Take A Joke,2021,509799,27778.53,1,2,0
3,Sandra’s Rose,2019,959117,61814,10,0,1
3,Talk Up (feat. Jay-Z),2019,672728,38803.46,13,2,0
3,Is There More,2024,904114,39610.28,2,0,4
3,Peak,2020,489883,22195.45,14,2,3
3,Summer Games,2022,980395,51330.99,10,0,2
3,Jaded,2019,496992,33731.27,4,2,2
3,Nice For What,2022,547296,18118.56,2,2,4
3,Finesse,2023,803249,45501.6,6,0,2
3,Ratchet Happy Birthday,2022,197343,5930.52,13,0,1
3,That’s How You Feel,2022,60755,2136.42,13,0,1
3,Blue Tint,2024,504608,25199.99,4,0,1
3,Free Smoke,2024,660017,25231.54,14,2,2
3,No Long Talk,2020,327428,10573.97,14,2,4
3,Passionfruit,2023,110909,4115.2,6,2,4
3,Jorja Interlude,2019,396925,26626.77,12,2,4
3,Get It Together,2023,84661,3919.12,6,2,3
